Title,Document Name,Ark Identifier,July,August,September,Total
"University of Utah University Year for Action records",uum_acc0332.xml,80444/xv93966,5,2,2,9
"Archibald Gardner papers",uum_accn1485.xml,80444/xv40335,0,6,3,9
"Eugene Callaghan papers",uum_accn1764.xml,80444/xv82241,6,3,0,9
"James Chipman Fletcher presidential records",uum_acc0199.xml,80444/xv99008,4,3,2,9
"Suzy Harris Rytting audio-visual ski collection",uum_a0622.xml,80444/xv17550,7,2,0,9
"University of Utah Honorary Degree Committee correspondence and questionnaires",uum_acc0004.xml,80444/xv04055,8,1,0,9
"University of Utah Associate Dean of Student Affairs records",uum_acc0271.xml,80444/xv94097,0,2,6,8
"Richard Wright Young photograph collection",uum_p0326.xml,80444/xv58752,5,3,0,8
"University of Utah College of Humanities records",uum_acc0329.xml,80444/xv66989,1,2,5,8
"Abraham Hoagland Cannon papers",uum_ms0003.xml,80444/xv43090,3,2,3,8
"Leo Loving independent film collection",uum_a0765.xml,80444/xv58898,3,2,3,8
"Salt Lake Tribune editorial scrapbooks",uum_accn1030.xml,80444/xv77239,7,1,0,8
"Darrell "Pinky" Robison photograph collection",uum_p0407.xml,80444/xv43081,7,1,0,8
"John O'M Bockris papers",uum_accn2732.xml,80444/xv17037,3,3,2,8
"Jerry Dixon smokejumping film",uum_a0812.xml,80444/xv37399,1,1,6,8
"Junior League of Salt Lake City records",uum_ms0359.xml,80444/xv46289,2,1,5,8
"Dale L. Morgan photograph collection",uum_p0556.xml,80444/xv32226,0,2,6,8
"Joseph Ray and Lorna Siddoway Broadbent papers",uum_accn2425.xml,80444/xv71447,1,5,2,8
"University of Utah Commencement Committee records",uum_acc0119.xml,80444/xv62042,1,2,5,8
"Frank H. Jonas photograph collection",uum_p0035.xml,80444/xv00405,1,4,3,8
"University of Utah Institutional Studies Office records",uum_acc0095.xml,80444/xv22460,3,5,0,8
"Nancy Melich papers",uum_accn2470.xml,80444/xv65322,0,4,4,8
"Michael Joseph Gorrell papers",uum_accn0120.xml,80444/xv97866,3,3,2,8
"Green River photograph collection",uum_p0085.xml,80444/xv37850,1,2,5,8
"Chase N. Peterson presidential records",uum_acc0483.xml,80444/xv68719,1,5,2,8
"Albert H. Kneale papers",uum_accn2653.xml,80444/xv54217,5,0,3,8
"Eugene Hilton photograph collection",uum_p0559.xml,80444/xv67111,1,3,4,8
"Ray W. Olsen yearbook collection",uum_accn2769.xml,80444/xv56607,6,0,2,8
"W. A. Clay papers",uum_ms0391.xml,80444/xv74206,3,0,5,8
"Dean R. Brimhall photograph collection",uum_p0114.xml,80444/xv70626,6,2,0,8
"Frank O'Rourke audio book",uum_a0629.xml,80444/xv72399,3,1,4,8
"Glade Peterson papers",uum_accn1413.xml,80444/xv54907,2,4,2,8
"Joseph Howard McGibbeny papers",uum_ms0259.xml,80444/xv49237,1,4,3,8
"Jackson Newell papers",uum_acc0525.xml,80444/xv47409,3,3,2,8
"J. D. Williams papers",uum_ms0245.xml,80444/xv70108,5,0,3,8
"University of Utah Alumni Association records",uum_acc0081.xml,80444/xv72946,3,4,1,8
"Lorenzo Snow letter",uum_accn2638.xml,80444/xv02249,0,3,5,8
"Clyde Eddy book",uum_accn2760.xml,80444/xv70968,7,1,0,8
"John L. Ballif scrapbook",uum_acc0427.xml,80444/xv90286,3,2,3,8
"University of Utah performing arts collection",uum_acc0477.xml,80444/xv91967,3,5,0,8
"Richard and Charlotte Cramer Brown yearbook collection",uum_accn2753.xml,80444/xv54049,1,5,2,8
"George L. Hoggan papers",uum_accn1357.xml,80444/xv18920,5,0,3,8
"John A. Widstoe presidential records",uum_acc0009.xml,80444/xv45526,2,4,2,8
"William Alexander Carter correspondence",uum_accn2496.xml,80444/xv19760,7,1,0,8
"Maydell Cazier Palmer autobiography",uum_accn0870.xml,80444/xv01937,8,0,0,8
"Angus Munn Woodbury papers",uum_ms0176.xml,80444/xv97515,1,5,2,8
"Nathan Davis papers",uum_accn0275.xml,80444/xv83374,8,0,0,8
"Johan Henri Moser papers",uum_ms0275.xml,80444/xv36529,4,0,4,8
"Academic Vice President's Office records",uum_acc0003.xml,80444/xv84652,0,8,0,8
"University of Utah Department of Geology and Geophysics records",uum_acc0420.xml,80444/xv51968,0,4,4,8
"John Max Wendel papers",uum_accn2191.xml,80444/xv39324,4,0,4,8
"Cedric I. Davern papers",uum_accn1759.xml,80444/xv19262,5,2,1,8
"Richard J. Cummings papers",uum_acc0484.xml,80444/xv26962,0,4,4,8
"United States Student War Loans Program records",uum_acc0311.xml,80444/xv82962,2,1,5,8
"Ballet West promotional materials audio-visual collection",uum_a0322.xml,80444/xv08282,0,2,6,8
"Louis S. Goodman papers",uum_accn0937.xml,80444/xv62020,0,8,0,8
"Bob Flodine papers",uum_accn2709.xml,80444/xv32519,0,1,7,8
"William Clayton papers",uum_ms0055.xml,80444/xv30578,1,4,3,8
"C. B. Suzen Timentwa papers",uum_ms0683.xml,80444/xv51000,2,0,6,8
"Dan Vogel papers",uum_accn1444.xml,80444/xv88766,3,4,1,8
"Doris C. Whittier papers",uum_accn2442.xml,80444/xv43084,3,4,1,8
"University of Utah Department of History records",uum_acc0075.xml,80444/xv24328,2,4,2,8
"University of Utah Dean of the Graduate School of Education records",uum_acc0082.xml,80444/xv15295,3,5,0,8
"University of Utah Department of Physics records",uum_acc0363.xml,80444/xv38067,0,2,6,8
"Salt Lake underground and counterculture collection",uum_accn2844.xml,80444/xv27783,0,5,3,8
"LeRoy Eugene Cowles presidential records",uum_acc0023.xml,80444/xv88644,3,4,1,8
"Herbert J. Foulger diary",uum_ms0363.xml,80444/xv44668,3,0,5,8
"Klancy Clark De Nevers papers",uum_accn2285.xml,80444/xv33941,0,2,6,8
"Sterling B. Talmage papers",uum_accn0724.xml,80444/xv17584,3,0,5,8
"William R. and Erlyn Gould Distinguished Lecture on Technology and the Quality of Life Series video recordings",uum_a0214.xml,80444/xv22717,3,2,3,8
"Gordon Neff papers",uum_accn2359.xml,80444/xv95336,2,4,2,8
"University of Utah Faculty Council meeting minutes and agendas",uum_acc0010.xml,80444/xv46899,5,3,0,8
"Adrien and Emilie Segil papers",uum_accn1402.xml,80444/xv46267,4,2,2,8
"University of Utah College of Fine Arts records",uum_acc0516.xml,80444/xv44036,2,4,2,8
"Arturo de Hoyos papers",uum_ms0384.xml,80444/xv21948,3,2,3,8
"University of Utah Business Services Office records",uum_acc0364.xml,80444/xv39944,7,1,0,8
"Sandra Sheets Denman papers",uum_accn2755.xml,80444/xv35037,7,1,0,8
"Unknown",uum_accn2084.xml,80444/xv65798,2,3,3,8
"Rulon S. Wells papers",uum_accn2121.xml,80444/xv34851,2,5,1,8
"E. Jay Bell papers",uum_accn1487.xml,80444/xv23028,3,0,5,8
"G. Bennet Larson photograph collection",uum_p0048.xml,80444/xv67697,6,1,1,8
"Axel J. Andresen papers",uum_accn1917.xml,80444/xv07449,8,0,0,8
"Benjamin M. Roe photograph collection",uum_p0139.xml,80444/xv71179,4,1,3,8
"University of Utah Student Affairs Office records",uum_acc0354.xml,80444/xv28521,4,3,1,8
"Sugarhouse Kiwanis Club records",uum_accn2432.xml,80444/xv09634,8,0,0,8
"Kilton Riggs Stewart papers",uum_accn2824.xml,80444/xv92440,4,1,3,8
"University of Utah Department of Physics records",uum_acc0453.xml,80444/xv50585,3,1,4,8
"Louis C. Zucker photograph collection",uum_p0313.xml,80444/xv58813,5,1,2,8
"Uintah County Wool Growers Association meeting minutes",uum_ms0635.xml,80444/xv16995,8,0,0,8
"Rosemary Holt papers",uum_accn2054.xml,80444/xv48818,4,3,1,8
"University of Utah Department of Philosophy records",uum_acc0504.xml,80444/xv43405,1,7,0,8
"Charles Butler and Alice Hunt papers",uum_accn1430.xml,80444/xv36904,0,8,0,8
"Indian Community Action Program records",uum_acc0165.xml,80444/xv82235,0,1,7,8
"Adolf Hitler Christmas card",uum_accn1514.xml,80444/xv44943,0,1,7,8
"Japanese American Citizens League (JACL), Utah Chapter records",uum_accn1852.xml,80444/xv39816,3,2,3,8
"H. Guy Child Elementary School Olympic activities records",uum_accn1996.xml,80444/xv29940,8,0,0,8
"Kenneth Eugene Eble papers",uum_accn1216.xml,80444/xv08428,3,3,2,8
"Dan Marriott photograph collection",uum_p0257.xml,80444/xv77243,3,3,2,8
"University of Utah University theater records",uum_acc0170.xml,80444/xv84707,4,4,0,8
"Community Congregational Church of Provo photograph collection",uum_p0255.xml,80444/xv87948,6,1,1,8
"Central States Communication Association records",uum_accn1774.xml,80444/xv81271,8,0,0,8
"University of Utah Alumni Association records",uum_acc0548.xml,80444/xv08105,7,0,1,8
"Richard A. Keller, III papers",uum_accn2708.xml,80444/xv16732,4,2,2,8
"Joseph A. Curtis papers",uum_accn1229.xml,80444/xv99264,7,1,0,8
"University of Utah Graduate Council records",uum_acc0057.xml,80444/xv12487,8,0,0,8
"Church of Jesus Christ of Latter-day Saints Missionary Postcards photograph collection",uum_p0522.xml,80444/xv39245,2,5,1,8
"Standley Hunter Rich papers",uum_ms0367.xml,80444/xv07009,5,3,0,8
"Susan Barbara Tallmon Sargent papers",uum_accn1107.xml,80444/xv57006,7,1,0,8
"Gilmer and Salisbury Stage Lines ledger",uum_accn0570.xml,80444/xv51086,0,2,6,8
"Paul W. Hodson photograph collection",uum_p0464.xml,80444/xv38241,0,6,2,8
"Fern Taylor papers",uum_accn0705.xml,80444/xv86090,3,1,4,8
"W. Stewart Gardiner papers",uum_accn1801.xml,80444/xv72811,3,2,3,8
"Maxine Olive Ward McIntyre papers",uum_accn2813.xml,80444/xv37524,3,5,0,8
"Southern Slavic photograph collection",uum_p0028.xml,80444/xv31658,0,6,2,8
"Christopher C. Heaton papers",uum_accn2246.xml,80444/xv84350,3,5,0,8
"Ted and Yeiko Nagata papers",uum_accn2035.xml,80444/xv97766,2,4,2,8
"Vern Adix papers",uum_ms0492.xml,80444/xv64880,3,3,2,8
"Hugh J. Cannon correspondence",uum_accn0919.xml,80444/xv94335,3,1,4,8
"L. Clyde Anderson papers",uum_accn0925.xml,80444/xv79650,3,0,5,8
"Neighborhood House records",uum_ms0455.xml,80444/xv82589,3,0,5,8
"John Hamilton Morgan papers",uum_accn1465.xml,80444/xv59942,1,3,4,8
"Claude T. Barnes papers",uum_accn2641.xml,80444/xv63516,2,4,2,8
"John "Jack" Thomas photograph collection",uum_p0506.xml,80444/xv59243,3,2,3,8
"Edward L. Kimball papers",uum_accn2210.xml,80444/xv88540,3,4,1,8
"Nephi James Brown papers",uum_accn0167.xml,80444/xv43008,0,2,6,8
"Young Women's Christian Assocation photograph collection",uum_p0353.xml,80444/xv06045,7,1,0,8
"KUED-TV Utah World War II Stories audio visual collection",uum_a1171.xml,80444/xv24066,4,1,3,8
"Karl Maeser and Valeria Cheney Pack papers",uum_accn1993.xml,80444/xv33816,0,1,7,8
"Jeanette McKay Morrell papers",uum_ms0684.xml,80444/xv27743,0,5,3,8
"Martha Ross Stewart papers",uum_accn2000.xml,80444/xv34762,3,2,3,8
"University of Utah University Writing Program records",uum_acc0486.xml,80444/xv35260,1,3,4,8
"Lot Smith papers",uum_ms0004.xml,80444/xv38250,3,3,2,8
"Maxwell Myer Wintrobe video collection",uum_a0307.xml,80444/xv26907,0,1,7,8
"John Alexander Bevan papers",uum_accn0382.xml,80444/xv13378,0,6,2,8
"Sheri Slaughter Utah pottery collection",uum_accn1580.xml,80444/xv05838,6,0,2,8
"ZCMI photograph collection",uum_p0507.xml,80444/xv58227,6,1,1,8
"Baltzar Hans Jacobson papers",uum_accn0716.xml,80444/xv38906,4,3,1,8
"John Held Jr. collection",uum_accn2845.xml,80444/xv33477,4,3,1,8
"Ralph Taylor Richards papers",uum_ms0258.xml,80444/xv63070,3,4,1,8
"Leo G. Provost papers",uum_acc0295.xml,80444/xv67190,2,4,2,8
"Faye Glover Petersen papers",uum_accn0100.xml,80444/xv78009,3,2,2,7
"Virgil C. Aldrich papers",uum_accn1726.xml,80444/xv03375,4,0,3,7
"Ezra Taft Benson autobiography",uum_ms0381.xml,80444/xv04638,7,0,0,7
"Charles C. Hughes papers",uum_accn1865.xml,80444/xv91342,2,0,5,7
"Antoine R. Ivins papers",uum_accn1541.xml,80444/xv72552,0,0,7,7
"John Hubbard Noakes papers",uum_accn2272.xml,80444/xv32479,4,0,3,7
"Nancy Ellen Hunt Pierce Durfee collection",uum_ms0601.xml,80444/xv65347,0,7,0,7
"Leonhard Michael Wendel papers",uum_accn2481.xml,80444/xv61227,2,3,2,7
"New Park Mining Company records",uum_accn1841.xml,80444/xv98760,3,3,1,7
"Richard J. Bird photograph collection",uum_p0388.xml,80444/xv96984,0,0,7,7
"John Peperakis papers",uum_accn1436.xml,80444/xv75711,3,4,0,7
"Brigham Young Diary photograph collection",uum_p0175.xml,80444/xv37460,3,2,2,7
"William L. English journal",uum_ms0132.xml,80444/xv96893,2,0,5,7
"Weeks family correspondence",uum_accn0808.xml,80444/xv92501,0,0,7,7
"Robert M. Jones papers",uum_accn1399.xml,80444/xv57153,4,3,0,7
"Henry Weeks Sanderson papers",uum_ms0255.xml,80444/xv23348,4,3,0,7
"Third Saturday Night Dance Club records",uum_accn1609.xml,80444/xv09005,3,3,1,7
"Roscoe E. Grover notebook",uum_accn2666.xml,80444/xv55160,5,1,1,7
"Philo T. Farnsworth papers",uum_accn2807.xml,80444/xv46350,4,2,1,7
"Francis Dunham Wormuth papers",uum_acc0262.xml,80444/xv35482,1,2,4,7
"Wyoming Stock Growers Association records",uum_ms0397.xml,80444/xv69482,0,4,3,7
"Albert Ray Olpin journals",uum_acc0219.xml,80444/xv20889,0,2,5,7
"G. Homer Durham papers",uum_accn0847.xml,80444/xv39703,0,3,4,7
"LeRoy Robertson photograph collection",uum_p0038.xml,80444/xv35668,4,3,0,7
"University of Utah Fraternity Advisory Committee records",uum_acc0197.xml,80444/xv07165,2,2,3,7
"Omer Call Stewart papers",uum_ms0612.xml,80444/xv13748,3,4,0,7
"Franklin Richards Smith papers",uum_accn1522.xml,80444/xv11807,3,2,2,7
"A. Milton Musser papers",uum_accn1404.xml,80444/xv54354,5,2,0,7
"University of Utah Campus Planning and Construction Office architectural design programs",uum_acc0216.xml,80444/xv09265,5,1,1,7
"Rosalie Jones research paper",uum_ms0076.xml,80444/xv91311,3,4,0,7
"U.S.S. Salt Lake City photograph collection",uum_p0346.xml,80444/xv11608,0,2,5,7
"Andrew Jenson letter",uum_accn2639.xml,80444/xv82727,2,0,5,7
"University of Utah Department of Journalism records",uum_acc0058.xml,80444/xv76788,2,3,2,7
"Annette R. Dinwoodey photograph collection",uum_p0141.xml,80444/xv34469,1,3,3,7
"G. Ernest Untermann papers",uum_ms0118.xml,80444/xv38626,4,1,2,7
"Sherman P. Lloyd papers",uum_ms0045.xml,80444/xv82293,2,5,0,7
"Edwin G. Woolley report",uum_accn0534.xml,80444/xv51913,6,0,1,7
"Frank Rasmussen papers",uum_accn1269.xml,80444/xv22439,2,2,3,7
"William Spencer papers",uum_accn1794.xml,80444/xv49868,5,2,0,7
"Gladys Young Orlob papers",uum_accn2459.xml,80444/xv17956,2,3,2,7
"Harold P. Fabian papers",uum_ms0136.xml,80444/xv50228,2,0,5,7
"Florence May Baldwin sheet music collection",uum_accn2690.xml,80444/xv94232,3,0,4,7
"John Stoker papers",uum_accn1966.xml,80444/xv04647,4,3,0,7
"Report on certain features of the financial history of the University of Utah from its origin to 1939, [19--] / by J. R. Mahoney",uum_acc0039.xml,80444/xv69577,3,3,1,7
"Leonidas Ralph Mecham papers",uum_accn2288.xml,80444/xv80105,5,2,0,7
"G. Stanley McAllister papers",uum_accn1398.xml,80444/xv64834,0,3,4,7
"Paper doll collection",uum_accn1854.xml,80444/xv28076,7,0,0,7
"Justin Call Stewart papers",uum_accn1449.xml,80444/xv29364,0,3,4,7
"University of Utah Graduate School of Education records",uum_acc0505.xml,80444/xv42382,0,3,4,7
"Philo T. and Elma G. Farnsworth audio collection",uum_a0382.xml,80444/xv81082,2,1,4,7
"Carl Weeks papers",uum_ms0207.xml,80444/xv67236,1,5,1,7
"University of Utah Associate Dean of the College of Letters and Science records",uum_acc0015.xml,80444/xv69741,0,6,1,7
"Bingham Stage Lines photograph collection",uum_p0133.xml,80444/xv29785,0,4,3,7
"Joseph H. McGee diary",uum_accn2403.xml,80444/xv24258,5,2,0,7
"Carl J. Christensen papers",uum_ms0553.xml,80444/xv18103,0,0,7,7
"Deseret University records",uum_ms0299.xml,80444/xv66345,0,3,4,7
"Jarvis Edwin Seegmiller papers",uum_accn1437.xml,80444/xv59005,1,2,4,7
"Powell Society records",uum_accn2486.xml,80444/xv81115,2,2,3,7
"Mike Korologos papers",uum_accn1824.xml,80444/xv52563,3,4,0,7
"Nancee Cortes papers",uum_accn1172.xml,80444/xv92840,4,0,3,7
"Dean Perkins papers",uum_accn2707.xml,80444/xv50158,0,1,6,7
"Louis Cruz Torres oral history",uum_accn2360.xml,80444/xv03253,4,1,2,7
"LGBT protest poster and news clipping",uum_accn2754.xml,80444/xv23507,7,0,0,7
"KUED-TV records",uum_acc0355.xml,80444/xv62106,3,1,3,7
"Lorenzo A. Richards papers",uum_accn2338.xml,80444/xv24108,0,1,6,7
"Jack Sears papers",uum_accn1245.xml,80444/xv33441,2,2,3,7
"University of Utah Office of Cooperative Research correspondence and reports",uum_acc0268.xml,80444/xv84020,0,1,6,7
"University of Utah building costs records, 1890-1930",uum_acc0246.xml,80444/xv78854,5,2,0,7
"Nora Pendleton Horsfall papers",uum_accn0098.xml,80444/xv02093,7,0,0,7
"Madeline Reeder McQuown photograph collection",uum_p0143.xml,80444/xv93951,5,1,1,7
"Hans S. Larsen papers",uum_accn2311.xml,80444/xv79217,3,4,0,7
"Charles Kelly photograph collection",uum_p0100.xml,80444/xv35079,2,2,3,7
"University of Utah Vice President for Student Affairs records",uum_acc0547.xml,80444/xv57708,1,5,1,7
"Inventory of the Institute for Behavioral Research in Creativity (IBRIC) records",uum_accn2612.xml,80444/xv07791,0,3,4,7
"University of Utah Medical Center Financial Services Office memoranda and reports",uum_acc0294.xml,80444/xv15670,6,1,0,7
"University of Utah College of Engineering project records and contracts",uum_acc0243.xml,80444/xv76998,6,1,0,7
"Sports and Olympics thesis collection",uum_accn1560.xml,80444/xv60647,0,5,2,7
"Vivian Snow autobiography",uum_accn1655.xml,80444/xv32327,1,3,3,7
"Little Mountain Ski Area photograph collection",uum_p0387.xml,80444/xv88317,3,0,4,7
"Nicholas Groesbeck Morgan papers",uum_accn1500.xml,80444/xv09716,5,0,2,7
"Peter McIntyre autobiography",uum_ms0029.xml,80444/xv86904,3,2,2,7
"Byron A. Hunter papers",uum_accn1059.xml,80444/xv76644,0,3,4,7
"Richard Whitehead Young papers",uum_ms0104.xml,80444/xv10067,5,1,1,7
"Repertory Dance Theater records",uum_accn0725.xml,80444/xv27102,5,2,0,7
"Spanish Fork, Utah photograph collection",uum_p0014.xml,80444/xv17593,3,3,1,7
"Victor W. Jorgensen papers",uum_accn1416.xml,80444/xv44833,4,3,0,7
"Robert and Wilma Jones home movies",uum_a0638.xml,80444/xv97387,0,5,2,7
"Utahns for Effective Government records",uum_ms0446.xml,80444/xv51837,7,0,0,7
"George Q. Cannon papers",uum_accn1224.xml,80444/xv63177,5,0,2,7
"University of Utah Department of Educational Psychology records",uum_acc0527.xml,80444/xv27392,2,2,3,7
"Richard Romney Clawson photograph collection",uum_p0073.xml,80444/xv29852,5,1,1,7
"Walt Scott papers",uum_accn2133.xml,80444/xv03665,1,6,0,7
"Ruth Harwood photograph collection",uum_p0042.xml,80444/xv33901,4,2,1,7
"Neils Peter Neilson papers",uum_acc0305.xml,80444/xv42926,1,1,5,7
"Utah Holiday records",uum_accn1547.xml,80444/xv58215,2,3,2,7
"Linda Sillitoe papers",uum_accn1262.xml,80444/xv06481,0,2,5,7
"Barbie Patterson Kallerud papers",uum_accn2012.xml,80444/xv21188,0,5,2,7
"Thomas Stuart Ferguson papers",uum_accn1350.xml,80444/xv04864,0,3,4,7
"Grant Ivins Family photograph collection",uum_p0018.xml,80444/xv86578,1,5,1,7
"Utah Engineering Experiment Station records",uum_acc0418.xml,80444/xv12210,6,1,0,7
"Folklore Society of Utah photograph collection",uum_p0205.xml,80444/xv36300,6,0,1,7
"Delta Kappa Gamma Society records",uum_accn0687.xml,80444/xv20605,5,2,0,7
"Aztec Club records",uum_accn1040.xml,80444/xv61437,7,0,0,7
"Stanton G. Fisher diary",uum_ms0006.xml,80444/xv34640,0,4,3,7
"Jesse K. and Lydia Y. Burroughs family papers",uum_accn1299.xml,80444/xv08126,7,0,0,7
"Mountain Meadows Monument Foundation records",uum_accn2023.xml,80444/xv58392,7,0,0,7
"University of Utah Division of Plastic Surgery records",uum_acc0520.xml,80444/xv76971,6,1,0,7
"Spencer S. Eccles Health Sciences Library records",uum_acc0489.xml,80444/xv85095,1,6,0,7
"Mac Madsen papers",uum_accn1931.xml,80444/xv29830,1,5,1,7
"University of Utah Academic Vice President's Office records",uum_acc0198.xml,80444/xv50411,3,3,1,7
"Ercanbrack Fruit Ranch label collection",uum_accn2743.xml,80444/xv43347,7,0,0,7
"Margaret Condie Sharp papers",uum_accn1884.xml,80444/xv42138,4,1,2,7
"Railway collection",uum_accn2731.xml,80444/xv50897,6,0,1,7
"Golden Age Mines Company records",uum_accn0074.xml,80444/xv62573,7,0,0,7
"University of Utah Vice President for University Relations Office records",uum_acc0240.xml,80444/xv43832,0,2,5,7
"Fred A. Rosenstock papers",uum_ms0487.xml,80444/xv20697,0,2,5,7
"Mario S. De Pillis papers",uum_accn2507.xml,80444/xv27209,4,2,1,7
"Wilson McCarthy papers",uum_accn1972.xml,80444/xv81140,2,4,1,7
"Nancy Geckler papers",uum_accn1486.xml,80444/xv50933,0,0,7,7
"Jean and Wilburn Pickett papers",uum_accn1573.xml,80444/xv65222,2,3,2,7
"Mickey Ibarra papers",uum_accn2375.xml,80444/xv27343,3,0,4,7
"Anne Marie Fox Felt photograph collection",uum_p0142.xml,80444/xv46716,3,2,2,7
"Cove Fort, Utah photograph collection",uum_p0076.xml,80444/xv66204,5,0,2,7
"Social Hall research report",uum_ms0323.xml,80444/xv43325,0,0,7,7
"Utah State Auditor audit reports of the University of Utah",uum_acc0048.xml,80444/xv34243,2,3,2,7
"Lawrence Foster papers",uum_accn0750.xml,80444/xv56997,0,0,7,7
"Mike Grom photograph collection",uum_p0398.xml,80444/xv31204,1,3,3,7
"Sun Valley photograph collection",uum_p0396.xml,80444/xv98693,0,5,2,7
"Ted Wilson papers",uum_accn0859.xml,80444/xv72192,7,0,0,7
"United Nations Association of Utah records",uum_accn0726.xml,80444/xv73556,7,0,0,7
"John A. Peperakis photograph collection",uum_p0570.xml,80444/xv62109,0,4,3,7
"Allen H. Lundgren papers",uum_accn1786.xml,80444/xv01901,5,1,1,7
"University of Utah College of Law records",uum_acc0454.xml,80444/xv06015,6,1,0,7
"University of Utah Business Services Office records",uum_acc0312.xml,80444/xv04959,6,1,0,7
"University of Utah Administrative Vice President's Office building records",uum_acc0358.xml,80444/xv00793,2,1,4,7
"Whitaker, John Mills photograph collection",uum_p0276.xml,80444/xv10937,6,1,0,7
"Denver and Rio Grande Western Railroad records",uum_accn0622.xml,80444/xv93637,0,2,5,7
"Shih-Kung Kao papers",uum_accn1237.xml,80444/xv87942,7,0,0,7
"Albert C. Allen photograph collection",uum_p0345.xml,80444/xv49185,1,5,1,7
"Salt Lake City Fire Department photograph collection",uum_p0327.xml,80444/xv82269,2,3,2,7
"L. Clyde Anderson photograph collection",uum_p0158.xml,80444/xv12390,3,1,3,7
"Elton T. Taylor photograph collection consists primarily of a complex scrapbook filled with photographs dating from the late 19th century. Subjects include personal images, and portraits. The collection also contains recent images of Taylor.",uum_p0536.xml,80444/xv80477,5,2,0,7
"Hinckley Institute of Politics meeting minutes and agendas",uum_acc0077.xml,80444/xv88195,2,5,0,7
"Lucy Mack Smith autobiography",uum_accn0989.xml,80444/xv72216,2,5,0,7
"Flora James Barson collection",uum_accn1403.xml,80444/xv09732,0,2,5,7
"Scott, Louie, and Browning Architects records",uum_accn1564.xml,80444/xv60684,6,0,1,7
"Robert N. and Clara (Peggy) Broomfield Sears papers",uum_accn2169.xml,80444/xv62271,2,3,2,7
"University of Utah University regulations library revisions",uum_acc0056.xml,80444/xv33428,7,0,0,7
"Harold Judd Goodro papers",uum_accn1898.xml,80444/xv67993,1,2,4,7
"A Short History of the 85th Mountain Infantry Regiment",uum_accn1628.xml,80444/xv09225,4,1,2,7
"Harvey Harris Cluff collection",uum_accn0566.xml,80444/xv99676,5,2,0,7
"Edward M. Eyring papers",uum_acc0549.xml,80444/xv63610,0,7,0,7
"Ernest Hemingway letter",uum_ms0300.xml,80444/xv48812,7,0,0,7
"Robert G. Vernon papers",uum_accn2219.xml,80444/xv68563,0,5,2,7
"Anne Marie Fox Felt papers",uum_ms0142.xml,80444/xv62637,1,6,0,7
"Olive Woolley Burt papers",uum_ms0244.xml,80444/xv80606,7,0,0,7
"Elijah Malin Weiler papers",uum_accn2216.xml,80444/xv98657,2,3,2,7
"Joseph Severn and Marjorie Allen Jones family papers",uum_accn2560.xml,80444/xv70596,2,3,2,7
"Ruth Harwood papers",uum_ms0375.xml,80444/xv75515,2,2,3,7
"New Quincy Mining Company records",uum_accn0124.xml,80444/xv30718,4,3,0,7
"Walter Pace Cottam papers",uum_accn1152.xml,80444/xv75460,1,4,2,7
"Ralph M. Aldous correspondence",uum_accn2538.xml,80444/xv14968,0,5,2,7
"Lois A. Arnow papers",uum_accn2663.xml,80444/xv57299,7,0,0,7
"Leland H. Jorgensen papers",uum_accn2681.xml,80444/xv77279,0,5,2,7
"Microfilmed copy of the Dale Lowell Morgan papers",uum_ms0560.xml,80444/xv13815,0,7,0,7
"Frederick Kesler family papers",uum_accn2767.xml,80444/xv88265,6,0,1,7
"Alvin L. Gittins papers",uum_accn0909.xml,80444/xv38964,0,1,6,7
"Mark H. Greene report",uum_accn0403.xml,80444/xv25213,7,0,0,7
"Clarence Henderson papers",uum_accn1584.xml,80444/xv20141,1,3,2,6
"Utah Fuel Company records",uum_accn1505.xml,80444/xv87368,2,1,3,6
"Joshua Hughes Paul papers",uum_accn0864.xml,80444/xv97116,1,3,2,6
"Samuel W. Richards journals",uum_accn0140.xml,80444/xv62225,4,0,2,6
"Utah and the West workshop records",uum_acc0029.xml,80444/xv89904,3,3,0,6
"LaMar Petersen papers",uum_ms0524.xml,80444/xv73721,1,1,4,6
"University of Utah College of Humanities records",uum_acc0550.xml,80444/xv23626,1,4,1,6
"University of Utah Academic Vice President's Office records",uum_acc0232.xml,80444/xv98696,2,3,1,6
"Sunnyside, Utah photograph collection",uum_p0235.xml,80444/xv29217,0,4,2,6
"Michele Parish photograph collection",uum_p0531.xml,80444/xv75057,1,4,1,6
"Elias Morris journal",uum_ms0156.xml,80444/xv32553,3,1,2,6
"Franklin S. Harris Jr. papers",uum_accn1384.xml,80444/xv21987,1,0,5,6
"Josh Scheuerman papers",uum_accn1911.xml,80444/xv45709,6,0,0,6
"Robert S. Portlock papers",uum_accn1675.xml,80444/xv15951,0,4,2,6
"Bill Lash photograph collection",uum_p0404.xml,80444/xv45953,0,3,3,6
"University of Utah Research Committee records",uum_acc0118.xml,80444/xv02047,0,6,0,6
"University of Utah Graduate School of Social Work records",uum_acc0360.xml,80444/xv54199,0,3,3,6
"Karl and Vicki Beck Jacobson papers",uum_accn2762.xml,80444/xv69989,1,2,3,6
"Jan Shipps papers",uum_ms0336.xml,80444/xv34530,6,0,0,6
"Haight's Creek Irrigation Company records",uum_accn1608.xml,80444/xv89651,0,5,1,6
"Utah Heritage Foundation records",uum_accn0861.xml,80444/xv81054,2,0,4,6
