Title,Document Name,Ark Identifier,July,August,September,Total
"Tjomsland (Blanche Saunders) papers",xoe_cpnws0245tjomsland.xml,80444/xv28407,0,5,10,15
"Boylan (Bernard L. and Marian) papers",xoe_cpnws0102boylanpapers.xml,80444/xv62408,6,6,3,15
"Whatcom Creek Pipeline Explosion: Decade of Healing records",xoe_cpnws0296decadehealing.xml,80444/xv70834,3,6,6,15
"Leopold Hotel records",xoe_cpnws0182leopoldrecords.xml,80444/xv09353,7,0,8,15
"Washington State Good Roads Association",xoe_cpnws0074wagoodroads.xml,80444/xv17115,2,7,6,15
"Washington State Oral/Aural History Program interviews",xoe_cpnws0255waoralhistprog.xml,80444/xv58618,4,6,5,15
"Lake Whatcom Improvement Committee Records",xoe_cpnws0177lwimprovementcomm.xml,80444/xv08912,3,6,5,14
"Women's Recreation Association (Western Washington State College)",xoe_wwuarc3900_001.xml,80444/xv38546,7,3,4,14
"Whatcom County Chapter of the United Nations Association of the United States of America records",xoe_cpnws0148whatcomun.xml,80444/xv07885,2,6,6,14
"Downie (William) maps",xoe_cpnws0129williamdowniemaps.xml,80444/xv07455,2,10,2,14
"Bellingham Herald collection on Charles H. Fisher",xoe_cpnws0332fisher.xml,80444/xv06610,4,5,5,14
"Laurel Community Baptist Church records",xoe_cpnws0178laurelbaptist.xml,80444/xv94692,0,6,8,14
"Collection of publications on Washington State",xoe_cpnws0278wlne.xml,80444/xv85800,3,6,5,14
"McFarland (George and Anna) papers",xoe_cpnws0188mcfarland.xml,80444/xv72640,4,2,7,13
"Point Roberts newspapers",xoe_cpnws0217pointrobnews.xml,80444/xv76629,0,7,6,13
"Mecklem (L. Guy) Collection",xoe_cpnws0037mecklem.xml,80444/xv39338,2,5,6,13
"Bellingham Yacht Club records",xoe_cpnws0096bellinghamyachtclub.xml,80444/xv64190,2,0,11,13
"Sehome History Group records",xoe_cpnws0231sehomehist.xml,80444/xv35589,4,3,6,13
"Koert (Dorothy) papers",xoe_cpnws0175koertd.xml,80444/xv84387,12,0,1,13
"Southeast Washington oral histories",xoe_cpnws0238sewaoralhist.xml,80444/xv31823,0,7,6,13
"Order of the Eastern Star records",xoe_cpnws0196orderoftheeasternstar.xml,80444/xv85175,4,5,4,13
"Central American Refugee Assistance records",xoe_cpnws0310cara.xml,80444/xv30496,0,4,9,13
"Congressional Railroad Survey map",xoe_cpnws0119congressionalrailroadmap.xml,80444/xv62484,10,0,2,12
"Clark (Jane) photographs",xoe_cpnws0117janeclarkphotographs.xml,80444/xv80249,1,7,4,12
"Ladies' Cooperative Society records",xoe_cpnws0298ladiescoop.xml,80444/xv17636,10,0,2,12
"Atwood (R. Frank) Papers",xoe_cpnws0031atwood.xml,80444/xv08215,5,4,3,12
"Radke (August) papers",xoe_cpnws0222radke.xml,80444/xv87280,4,4,4,12
"Keystone Harbor Association Records",xoe_cpnws0333keyston.xml,80444/xv92431,2,2,8,12
"Family of Three Lights Commune records",xoe_cpnws0144threelightscommune.xml,80444/xv01797,3,3,6,12
"Northwest Proud records",xoe_cpnws0213nwproud.xml,80444/xv45166,2,4,6,12
"Dahlgren (Nellie Roberts) papers",xoe_cpnws0123nelliedahlgrenpapers.xml,80444/xv57180,8,1,2,11
"Wirth Family papers",xoe_cpnws0309wirthfamilypapers.xml,80444/xv17349,6,0,5,11
"McGowan Family papers",xoe_cpnws0189mcgowan.xml,80444/xv90594,0,6,5,11
"Harms (A.F.) photographs",xoe_cpnws0162harmsaf.xml,80444/xv65359,10,0,1,11
"Collection of Miscellaneous Diaries",xoe_cpnws0078collofmiscdiaries.xml,80444/xv23229,0,1,10,11
"Snohomish County scrapbooks",xoe_cpnws0237snocoscrapbooks.xml,80444/xv93387,10,0,1,11
"Koons (Fritz) Papers and Komo Kulshan Ski Club Records",xoe_cpnws0052koons.xml,80444/xv81063,2,6,2,10
"Hogg, (James B.) collection on the D-Day Invasion",xoe_cpnws0166hogg.xml,80444/xv07113,0,5,5,10
"Mount St. Helens scrapbook",xoe_cpnws0205mtsthelens.xml,80444/xv17118,9,0,1,10
"North Cascades Audubon Society Records",xoe_cpnws0334ncas.xml,80444/xv94879,4,3,3,10
"Skagit Citizens for Nuclear Disarmament and Skagit Peace Education Fund Records",xoe_cpnws0341.xml,80444/xv54156,3,2,5,10
"Weaver (William) research materials on Washington State",xoe_cpnws0257weaver.xml,80444/xv55083,0,5,5,10
"Eklund (Don) papers",xoe_cpnws0141eklund.xml,80444/xv90069,0,4,6,10
"Western Washington University Centennial collection",xoe_cpnws0263wwucent.xml,80444/xv09390,3,3,4,10
"Brown (Vaughan) papers",xoe_cpnws0104vaughanbrownpapers.xml,80444/xv98016,7,2,1,10
"Collection of photographs on Washington State",xoe_cpnws0279wlp.xml,80444/xv07887,6,2,2,10
"Hegg (Eric A.) photograph album",xoe_cpnws0163hegg.xml,80444/xv67160,4,2,4,10
"Association of Pacific Coast Geographers records",xoe_cpnws0082apcg.xml,80444/xv47903,2,0,7,9
"Puget Sound Freight Lines records",xoe_cpnws0219psfreightline.xml,80444/xv74916,3,0,6,9
"Faulkner (J. Kaye) Papers",xoe_cpnws0145faulkner.xml,80444/xv66760,3,2,4,9
"Bellingham National Bank records",xoe_cpnws0091bellinghamnationalbank.xml,80444/xv97576,2,2,5,9
"Morgan Wheeler Company records",xoe_cpnws0275wheeler.xml,80444/xv09252,6,1,2,9
"Bellingham Chamber of Commerce photographs",xoe_cpnws0085bccp.xml,80444/xv99832,4,0,5,9
"Center for Pacific Northwest Studies publications photographs",xoe_cpnws0112cpnwspublicationphotographs.xml,80444/xv06838,7,0,2,9
"Bellingham Central Labor Council Records",xoe_cpnws0008bclaborc.xml,80444/xv52333,4,0,5,9
"Aldrich (Debbie) collection of League of Women Voters of Washington records",xoe_cpnws0327aldrich.xml,80444/xv14053,1,4,4,9
"Center for Pacific Northwest Studies Conferences collection",xoe_cpnws0108cpnwsconferences.xml,80444/xv61624,8,0,1,9
"Bornstein Seafoods records",xoe_cpnws0099bornsteinseafoods.xml,80444/xv68945,1,0,8,9
"Thomas (Robert B.) papers",xoe_cpnws0243thomasrobert.xml,80444/xv66616,1,3,5,9
"Wernstedt (Lage) photographs",xoe_cpnws0259wernstedt.xml,80444/xv20541,3,2,4,9
"Bellingham Jaycees records",xoe_cpnws0089bellinghamjaycees.xml,80444/xv85787,2,4,2,8
"Arntzen (Edward J.) papers",xoe_cpnws0080arntzen.xml,80444/xv81787,0,4,4,8
